away, away_score, home_score, home, year, week
Panthers,20,21,Broncos,2016,1
Buccaneers,31,24,Falcons,2016,1
Vikings,25,16,Titans,2016,1
Bengals,23,22,Jets,2016,1
Raiders,35,34,Saints,2016,1
Chargers,27,33,Chiefs,2016,1
Bills,07,13,Ravens,2016,1
Browns,10,29,Eagles,2016,1
Bears,14,23,Texans,2016,1
Dolphins,10,12,Seahawks,2016,1
Packers,27,23,Jaguars,2016,1
Giants,20,19,Cowboys,2016,1
Lions,39,35,Colts,2016,1
Patriots,23,21,Cardinals,2016,1
Steelers,38,16,Redskins,2016,1
Rams,00,28,49ers,2016,1
Jets,37,31,Bills,2016,2
49ers,27,46,Panthers,2016,2
Cowboys,27,23,Redskins,2016,2
Bengals,16,24,Steelers,2016,2
Saints,13,16,Giants,2016,2
Dolphins,24,31,Patriots,2016,2
Chiefs,12,19,Texans,2016,2
Titans,16,15,Lions,2016,2
Ravens,25,20,Browns,2016,2
Seahawks,03,09,Rams,2016,2
Buccaneers,07,40,Cardinals,2016,2
Jaguars,14,38,Chargers,2016,2
Falcons,35,28,Raiders,2016,2
Colts,20,34,Broncos,2016,2
Packers,14,17,Vikings,2016,2
Eagles,29,14,Bears,2016,2
Texans,00,27,Patriots,2016,3
Cardinals,18,33,Bills,2016,3
Raiders,17,10,Titans,2016,3
Redskins,29,27,Giants,2016,3
Browns,24,30,Dolphins,2016,3
Ravens,19,17,Jaguars,2016,3
Lions,27,34,Packers,2016,3
Broncos,29,17,Bengals,2016,3
Vikings,22,10,Panthers,2016,3
Rams,37,32,Buccaneers,2016,3
49ers,18,37,Seahawks,2016,3
Jets,03,24,Chiefs,2016,3
Chargers,22,26,Colts,2016,3
Steelers,03,34,Eagles,2016,3
Bears,17,31,Cowboys,2016,3
Falcons,45,32,Saints,2016,3
Dolphins,07,22,Bengals,2016,4
Colts,27,30,Jaguars,2016,4
Titans,20,27,Texans,2016,4
Browns,20,31,Redskins,2016,4
Seahawks,27,17,Jets,2016,4
Bills,16,00,Patriots,2016,4
Panthers,33,48,Falcons,2016,4
Raiders,28,27,Ravens,2016,4
Lions,14,17,Bears,2016,4
Broncos,27,07,Buccaneers,2016,4
Rams,17,13,Cardinals,2016,4
Saints,35,34,Chargers,2016,4
Cowboys,24,17,49ers,2016,4
Chiefs,14,43,Steelers,2016,4
Giants,10,24,Vikings,2016,4
Cardinals,33,21,49ers,2016,5
Patriots,33,13,Browns,2016,5
Eagles,23,24,Lions,2016,5
Titans,30,17,Dolphins,2016,5
Bears,23,29,Colts,2016,5
Redskins,16,10,Ravens,2016,5
Texans,13,31,Vikings,2016,5
Jets,13,31,Steelers,2016,5
Falcons,23,16,Broncos,2016,5
Bengals,14,28,Cowboys,2016,5
Bills,30,19,Rams,2016,5
Chargers,31,34,Raiders,2016,5
Giants,16,23,Packers,2016,5
Buccaneers,17,14,Panthers,2016,5
Broncos,13,21,Chargers,2016,6
49ers,16,45,Bills,2016,6
Eagles,20,27,Redskins,2016,6
Browns,26,28,Titans,2016,6
Ravens,23,27,Giants,2016,6
Panthers,38,41,Saints,2016,6
Jaguars,17,16,Bears,2016,6
Rams,28,31,Lions,2016,6
Steelers,15,30,Dolphins,2016,6
Bengals,17,35,Patriots,2016,6
Chiefs,26,10,Raiders,2016,6
Falcons,24,26,Seahawks,2016,6
Cowboys,30,16,Packers,2016,6
Colts,23,26,Texans,2016,6
Jets,03,28,Cardinals,2016,6
Bears,10,26,Packers,2016,7
Giants,17,10,Rams,2016,7
Saints,21,27,Chiefs,2016,7
Colts,34,26,Titans,2016,7
Vikings,10,21,Eagles,2016,7
Browns,17,31,Bengals,2016,7
Redskins,17,20,Lions,2016,7
Raiders,33,16,Jaguars,2016,7
Bills,25,28,Dolphins,2016,7
Ravens,16,24,Jets,2016,7
Buccaneers,34,17,49ers,2016,7
Chargers,33,30,Falcons,2016,7
Patriots,27,16,Steelers,2016,7
Seahawks,06,06,Cardinals,2016,7
Texans,09,27,Broncos,2016,7
Jaguars,22,36,Titans,2016,8
Redskins,27,27,Bengals,2016,8
Chiefs,30,14,Colts,2016,8
Cardinals,20,30,Panthers,2016,8
Raiders,30,24,Buccaneers,2016,8
Seahawks,20,25,Saints,2016,8
Lions,13,20,Texans,2016,8
Patriots,41,25,Bills,2016,8
Jets,31,28,Browns,2016,8
Chargers,19,27,Broncos,2016,8
Packers,32,33,Falcons,2016,8
Eagles,23,29,Cowboys,2016,8
Vikings,10,20,Bears,2016,8
Falcons,43,28,Buccaneers,2016,9
Lions,22,16,Vikings,2016,9
Eagles,23,28,Giants,2016,9
Jets,23,27,Dolphins,2016,9
Jaguars,14,19,Chiefs,2016,9
Cowboys,35,10,Browns,2016,9
Saints,41,23,49ers,2016,9
Steelers,14,21,Ravens,2016,9
Panthers,13,10,Rams,2016,9
Colts,31,26,Packers,2016,9
Titans,35,43,Chargers,2016,9
Broncos,20,30,Raiders,2016,9
Bills,25,31,Seahawks,2016,9
Browns,07,28,Ravens,2016,10
Texans,24,21,Jaguars,2016,10
Broncos,25,23,Saints,2016,10
Rams,09,06,Jets,2016,10
Falcons,15,24,Eagles,2016,10
Chiefs,20,17,Panthers,2016,10
Bears,10,36,Buccaneers,2016,10
Vikings,20,26,Redskins,2016,10
Packers,25,47,Titans,2016,10
Dolphins,31,24,Chargers,2016,10
49ers,20,23,Cardinals,2016,10
Cowboys,35,30,Steelers,2016,10
Seahawks,31,24,Patriots,2016,10
Bengals,20,21,Giants,2016,10
Saints,20,23,Panthers,2016,11
Steelers,24,09,Browns,2016,11
Ravens,17,27,Cowboys,2016,11
Jaguars,19,26,Lions,2016,11
Titans,17,24,Colts,2016,11
Bills,16,12,Bengals,2016,11
Buccaneers,19,17,Chiefs,2016,11
Bears,16,22,Giants,2016,11
Cardinals,24,30,Vikings,2016,11
Dolphins,14,10,Rams,2016,11
Patriots,30,17,49ers,2016,11
Eagles,15,26,Seahawks,2016,11
Packers,24,42,Redskins,2016,11
Texans,20,27,Raiders,2016,11
Vikings,13,16,Lions,2016,12
Redskins,26,31,Cowboys,2016,12
Steelers,28,07,Colts,2016,12
Titans,27,21,Bears,2016,12
Jaguars,21,28,Bills,2016,12
Bengals,14,19,Ravens,2016,12
Cardinals,19,38,Falcons,2016,12
Giants,27,13,Browns,2016,12
Rams,21,49,Saints,2016,12
49ers,24,31,Dolphins,2016,12
Chargers,21,13,Texans,2016,12
Seahawks,05,14,Buccaneers,2016,12
Patriots,22,17,Jets,2016,12
Panthers,32,35,Raiders,2016,12
Chiefs,30,27,Broncos,2016,12
Packers,27,13,Eagles,2016,12
Cowboys,17,15,Vikings,2016,13
Chiefs,29,28,Falcons,2016,13
Lions,28,13,Saints,2016,13
Rams,10,26,Patriots,2016,13
Broncos,20,10,Jaguars,2016,13
Eagles,14,32,Bengals,2016,13
Texans,13,21,Packers,2016,13
Dolphins,06,38,Ravens,2016,13
49ers,06,26,Bears,2016,13
Bills,24,38,Raiders,2016,13
Giants,14,24,Steelers,2016,13
Redskins,23,31,Cardinals,2016,13
Buccaneers,28,21,Chargers,2016,13
Panthers,07,40,Seahawks,2016,13
Colts,41,10,Jets,2016,13
Raiders,13,21,Chiefs,2016,14
Steelers,27,20,Bills,2016,14
Broncos,10,13,Titans,2016,14
Redskins,27,22,Eagles,2016,14
Cardinals,23,26,Dolphins,2016,14
Vikings,25,16,Jaguars,2016,14
Texans,22,17,Colts,2016,14
Chargers,16,28,Panthers,2016,14
Bengals,23,10,Browns,2016,14
Bears,17,20,Lions,2016,14
Jets,23,17,49ers,2016,14
Saints,11,16,Buccaneers,2016,14
Falcons,42,14,Rams,2016,14
Seahawks,10,38,Packers,2016,14
Cowboys,07,10,Giants,2016,14
Ravens,23,30,Patriots,2016,14
Rams,03,24,Seahawks,2016,15
Dolphins,34,13,Jets,2016,15
Packers,30,27,Bears,2016,15
Browns,13,33,Bills,2016,15
Eagles,26,27,Ravens,2016,15
Titans,19,17,Chiefs,2016,15
Steelers,24,20,Bengals,2016,15
Lions,06,17,Giants,2016,15
Colts,34,06,Vikings,2016,15
Jaguars,20,21,Texans,2016,15
Saints,48,41,Cardinals,2016,15
49ers,13,41,Falcons,2016,15
Raiders,19,16,Chargers,2016,15
Patriots,16,03,Broncos,2016,15
Buccaneers,20,26,Cowboys,2016,15
Panthers,26,15,Redskins,2016,15
Giants,19,24,Eagles,2016,16
Dolphins,34,31,Bills,2016,16
Jets,03,41,Patriots,2016,16
Titans,17,38,Jaguars,2016,16
Vikings,25,38,Packers,2016,16
Chargers,17,20,Browns,2016,16
Redskins,41,21,Bears,2016,16
Falcons,33,16,Panthers,2016,16
Colts,25,33,Raiders,2016,16
Buccaneers,24,31,Saints,2016,16
Cardinals,34,31,Seahawks,2016,16
49ers,22,21,Rams,2016,16
Bengals,10,12,Texans,2016,16
Ravens,27,31,Steelers,2016,16
Broncos,10,33,Chiefs,2016,16
Lions,21,42,Cowboys,2016,16
Ravens,10,27,Bengals,2016,17
Texans,17,24,Titans,2016,17
Panthers,16,17,Buccaneers,2016,17
Browns,24,27,Steelers,2016,17
Cowboys,13,27,Eagles,2016,17
Bills,10,30,Jets,2016,17
Bears,10,38,Vikings,2016,17
Jaguars,20,24,Colts,2016,17
Patriots,35,14,Dolphins,2016,17
Chiefs,37,27,Chargers,2016,17
Cardinals,44,06,Rams,2016,17
Raiders,06,24,Broncos,2016,17
Giants,19,10,Redskins,2016,17
Seahawks,25,23,49ers,2016,17
Saints,32,38,Falcons,2016,17
Packers,31,24,Lions,2016,17
Steelers,21,28,Patriots,2015,1
Packers,31,23,Bears,2015,1
Chiefs,27,20,Texans,2015,1
Browns,10,31,Jets,2015,1
Colts,14,27,Bills,2015,1
Dolphins,17,10,Redskins,2015,1
Panthers,20,09,Jaguars,2015,1
Seahawks,31,34,Rams,2015,1
Saints,19,31,Cardinals,2015,1
Lions,28,33,Chargers,2015,1
Titans,42,14,Buccaneers,2015,1
Bengals,33,13,Raiders,2015,1
Ravens,13,19,Broncos,2015,1
Giants,26,27,Cowboys,2015,1
Eagles,24,26,Falcons,2015,1
Vikings,03,20,49ers,2015,1
Broncos,31,24,Chiefs,2015,2
Texans,17,24,Panthers,2015,2
49ers,18,43,Steelers,2015,2
Buccaneers,26,19,Saints,2015,2
Lions,16,26,Vikings,2015,2
Cardinals,48,23,Bears,2015,2
Patriots,40,32,Bills,2015,2
Chargers,19,24,Bengals,2015,2
Titans,14,28,Browns,2015,2
Falcons,24,20,Giants,2015,2
Rams,10,24,Redskins,2015,2
Dolphins,20,23,Jaguars,2015,2
Ravens,33,37,Raiders,2015,2
Cowboys,20,10,Eagles,2015,2
Seahawks,17,27,Packers,2015,2
Jets,20,07,Colts,2015,2
Redskins,21,32,Giants,2015,3
Falcons,39,28,Cowboys,2015,3
Colts,35,33,Titans,2015,3
Raiders,27,20,Browns,2015,3
Bengals,28,24,Ravens,2015,3
Jaguars,17,51,Patriots,2015,3
Saints,22,27,Panthers,2015,3
Eagles,24,17,Jets,2015,3
Buccaneers,09,19,Texans,2015,3
Chargers,14,31,Vikings,2015,3
Steelers,12,06,Rams,2015,3
49ers,07,47,Cardinals,2015,3
Bills,41,14,Dolphins,2015,3
Bears,00,26,Seahawks,2015,3
Broncos,24,12,Lions,2015,3
Chiefs,28,38,Packers,2015,3
Ravens,23,20,Steelers,2015,4
Jets,27,14,Dolphins,2015,4
Jaguars,13,16,Colts,2015,4
Giants,24,10,Bills,2015,4
Panthers,37,23,Buccaneers,2015,4
Eagles,20,23,Redskins,2015,4
Raiders,20,22,Bears,2015,4
Texans,21,48,Falcons,2015,4
Chiefs,21,36,Bengals,2015,4
Browns,27,30,Chargers,2015,4
Packers,17,03,49ers,2015,4
Rams,24,22,Cardinals,2015,4
Vikings,20,23,Broncos,2015,4
Cowboys,20,26,Saints,2015,4
Lions,10,13,Seahawks,2015,4
Colts,27,20,Texans,2015,5
Bears,18,17,Chiefs,2015,5
Seahawks,24,27,Bengals,2015,5
Redskins,19,25,Falcons,2015,5
Jaguars,31,38,Buccaneers,2015,5
Saints,17,39,Eagles,2015,5
Browns,33,30,Ravens,2015,5
Rams,10,24,Packers,2015,5
Bills,14,13,Titans,2015,5
Cardinals,42,17,Lions,2015,5
Patriots,30,06,Cowboys,2015,5
Broncos,16,10,Raiders,2015,5
49ers,27,30,Giants,2015,5
Steelers,24,20,Chargers,2015,5
Falcons,21,31,Saints,2015,6
Redskins,20,34,Jets,2015,6
Cardinals,13,25,Steelers,2015,6
Chiefs,10,16,Vikings,2015,6
Bengals,34,21,Bills,2015,6
Bears,34,37,Lions,2015,6
Broncos,26,23,Browns,2015,6
Texans,31,20,Jaguars,2015,6
Dolphins,38,10,Titans,2015,6
Panthers,27,23,Seahawks,2015,6
Chargers,20,27,Packers,2015,6
Ravens,20,25,49ers,2015,6
Patriots,34,27,Colts,2015,6
Giants,07,27,Eagles,2015,6
Seahawks,20,03,49ers,2015,7
Bills,31,34,Jaguars,2015,7
Buccaneers,30,31,Redskins,2015,7
Falcons,10,07,Titans,2015,7
Saints,27,21,Colts,2015,7
Vikings,28,19,Lions,2015,7
Steelers,13,23,Chiefs,2015,7
Browns,06,24,Rams,2015,7
Texans,26,44,Dolphins,2015,7
Jets,23,30,Patriots,2015,7
Raiders,37,29,Chargers,2015,7
Cowboys,20,27,Giants,2015,7
Eagles,16,27,Panthers,2015,7
Ravens,18,26,Cardinals,2015,7
Dolphins,07,36,Patriots,2015,8
Lions,10,45,Chiefs,2015,8
Buccaneers,23,20,Falcons,2015,8
Cardinals,34,20,Browns,2015,8
49ers,06,27,Rams,2015,8
Giants,49,52,Saints,2015,8
Vikings,23,20,Bears,2015,8
Chargers,26,29,Ravens,2015,8
Bengals,16,10,Steelers,2015,8
Titans,06,20,Texans,2015,8
Jets,20,34,Raiders,2015,8
Seahawks,13,12,Cowboys,2015,8
Packers,10,29,Broncos,2015,8
Colts,26,29,Panthers,2015,8
Browns,10,31,Bengals,2015,9
Packers,29,37,Panthers,2015,9
Redskins,10,27,Patriots,2015,9
Titans,34,28,Saints,2015,9
Dolphins,17,33,Bills,2015,9
Rams,18,21,Vikings,2015,9
Jaguars,23,28,Jets,2015,9
Raiders,35,38,Steelers,2015,9
Giants,32,18,Buccaneers,2015,9
Falcons,16,17,49ers,2015,9
Broncos,24,27,Colts,2015,9
Eagles,33,27,Cowboys,2015,9
Bears,22,19,Chargers,2015,9
Bills,22,17,Jets,2015,10
Lions,18,16,Packers,2015,10
Cowboys,06,10,Buccaneers,2015,10
Panthers,27,10,Titans,2015,10
Bears,37,13,Rams,2015,10
Saints,14,47,Redskins,2015,10
Dolphins,20,19,Eagles,2015,10
Browns,09,30,Steelers,2015,10
Jaguars,22,20,Ravens,2015,10
Vikings,30,14,Raiders,2015,10
Patriots,27,26,Giants,2015,10
Chiefs,29,13,Broncos,2015,10
Cardinals,39,32,Seahawks,2015,10
Texans,10,06,Bengals,2015,10
Titans,13,19,Jaguars,2015,11
Raiders,13,18,Lions,2015,11
Colts,24,21,Falcons,2015,11
Rams,13,16,Ravens,2015,11
Buccaneers,45,17,Eagles,2015,11
Jets,17,24,Texans,2015,11
Broncos,17,15,Bears,2015,11
Cowboys,24,14,Dolphins,2015,11
Redskins,16,44,Panthers,2015,11
Chiefs,33,03,Chargers,2015,11
Packers,30,13,Vikings,2015,11
49ers,13,29,Seahawks,2015,11
Bengals,31,34,Cardinals,2015,11
Bills,13,20,Patriots,2015,11
Eagles,14,45,Lions,2015,12
Panthers,33,14,Cowboys,2015,12
Saints,06,24,Texans,2015,12
Bears,17,13,Packers,2015,12
Rams,07,31,Bengals,2015,12
Vikings,20,10,Falcons,2015,12
Giants,14,20,Redskins,2015,12
Buccaneers,12,25,Colts,2015,12
Bills,22,30,Chiefs,2015,12
Raiders,24,21,Titans,2015,12
Chargers,31,25,Jaguars,2015,12
Dolphins,20,38,Jets,2015,12
Cardinals,19,13,49ers,2015,12
Steelers,30,39,Seahawks,2015,12
Patriots,24,30,Broncos,2015,12
Ravens,33,27,Browns,2015,12
Packers,27,23,Lions,2015,13
Jets,23,20,Giants,2015,13
Cardinals,27,03,Rams,2015,13
Falcons,19,23,Buccaneers,2015,13
Seahawks,38,07,Vikings,2015,13
49ers,26,20,Bears,2015,13
Jaguars,39,42,Titans,2015,13
Texans,21,30,Bills,2015,13
Ravens,13,15,Dolphins,2015,13
Bengals,37,03,Browns,2015,13
Chiefs,34,20,Raiders,2015,13
Broncos,17,03,Chargers,2015,13
Eagles,35,28,Patriots,2015,13
Panthers,41,38,Saints,2015,13
Colts,10,45,Steelers,2015,13
Cowboys,19,16,Redskins,2015,13
Vikings,20,23,Cardinals,2015,14
Bills,20,23,Eagles,2015,14
Seahawks,35,06,Ravens,2015,14
49ers,10,24,Browns,2015,14
Lions,14,21,Rams,2015,14
Titans,08,30,Jets,2015,14
Steelers,33,20,Bengals,2015,14
Colts,16,51,Jaguars,2015,14
Chargers,03,10,Chiefs,2015,14
Redskins,24,21,Bears,2015,14
Falcons,00,38,Panthers,2015,14
Saints,24,17,Buccaneers,2015,14
Raiders,15,12,Broncos,2015,14
Cowboys,07,28,Packers,2015,14
Patriots,27,06,Texans,2015,14
Giants,31,24,Dolphins,2015,14
Buccaneers,23,31,Rams,2015,15
Jets,19,16,Cowboys,2015,15
Panthers,38,35,Giants,2015,15
Titans,16,33,Patriots,2015,15
Bills,25,35,Redskins,2015,15
Chiefs,34,14,Ravens,2015,15
Texans,16,10,Colts,2015,15
Falcons,23,17,Jaguars,2015,15
Bears,17,38,Vikings,2015,15
Packers,30,20,Raiders,2015,15
Browns,13,30,Seahawks,2015,15
Bengals,24,14,49ers,2015,15
Dolphins,14,30,Chargers,2015,15
Broncos,27,34,Steelers,2015,15
Cardinals,40,17,Eagles,2015,15
Lions,35,27,Saints,2015,15
Chargers,20,23,Raiders,2015,16
Redskins,38,24,Eagles,2015,16
49ers,17,32,Lions,2015,16
Steelers,17,20,Ravens,2015,16
Cowboys,06,16,Bills,2015,16
Bears,26,21,Buccaneers,2015,16
Panthers,13,20,Falcons,2015,16
Colts,18,12,Dolphins,2015,16
Patriots,20,26,Jets,2015,16
Texans,34,06,Titans,2015,16
Browns,13,17,Chiefs,2015,16
Jaguars,27,38,Saints,2015,16
Packers,08,38,Cardinals,2015,16
Rams,23,17,Seahawks,2015,16
Giants,17,49,Vikings,2015,16
Bengals,17,20,Broncos,2015,16
Jets,17,22,Bills,2015,17
Patriots,10,20,Dolphins,2015,17
Saints,20,17,Falcons,2015,17
Lions,24,20,Bears,2015,17
Eagles,35,30,Giants,2015,17
Redskins,34,23,Cowboys,2015,17
Titans,24,30,Colts,2015,17
Ravens,16,24,Bengals,2015,17
Steelers,28,12,Browns,2015,17
Jaguars,06,30,Texans,2015,17
Raiders,17,23,Chiefs,2015,17
Chargers,20,27,Broncos,2015,17
Buccaneers,10,38,Panthers,2015,17
Seahawks,36,06,Cardinals,2015,17
Rams,16,19,49ers,2015,17
Vikings,20,13,Packers,2015,17
Packers,16,36,Seahawks,2014,1
Saints,34,37,Falcons,2014,1
Browns,27,30,Steelers,2014,1
Vikings,34,06,Rams,2014,1
Jaguars,17,34,Eagles,2014,1
Raiders,14,19,Jets,2014,1
Bengals,23,16,Ravens,2014,1
Bills,23,20,Bears,2014,1
Redskins,06,17,Texans,2014,1
Titans,26,10,Chiefs,2014,1
Patriots,20,33,Dolphins,2014,1
Panthers,20,14,Buccaneers,2014,1
49ers,28,17,Cowboys,2014,1
Colts,24,31,Broncos,2014,1
Giants,14,35,Lions,2014,1
Chargers,17,18,Cardinals,2014,1
Steelers,06,26,Ravens,2014,2
Dolphins,10,29,Bills,2014,2
Jaguars,10,41,Redskins,2014,2
Cowboys,26,10,Titans,2014,2
Cardinals,25,14,Giants,2014,2
Patriots,30,07,Vikings,2014,2
Saints,24,26,Browns,2014,2
Falcons,10,24,Bengals,2014,2
Lions,07,24,Panthers,2014,2
Rams,19,17,Buccaneers,2014,2
Seahawks,21,30,Chargers,2014,2
Texans,30,14,Raiders,2014,2
Jets,24,31,Packers,2014,2
Chiefs,17,24,Broncos,2014,2
Bears,28,20,49ers,2014,2
Eagles,30,27,Colts,2014,2
Buccaneers,14,56,Falcons,2014,3
Chargers,22,10,Bills,2014,3
Cowboys,34,31,Rams,2014,3
Redskins,34,37,Eagles,2014,3
Texans,17,30,Giants,2014,3
Vikings,09,20,Saints,2014,3
Titans,07,33,Bengals,2014,3
Ravens,23,21,Browns,2014,3
Packers,07,19,Lions,2014,3
Colts,44,17,Jaguars,2014,3
Raiders,09,16,Patriots,2014,3
49ers,14,23,Cardinals,2014,3
Broncos,20,26,Seahawks,2014,3
Chiefs,34,15,Dolphins,2014,3
Steelers,37,19,Panthers,2014,3
Bears,27,19,Jets,2014,3
Giants,45,14,Redskins,2014,4
Packers,38,17,Bears,2014,4
Bills,17,23,Texans,2014,4
Titans,17,41,Colts,2014,4
Panthers,10,38,Ravens,2014,4
Lions,24,17,Jets,2014,4
Buccaneers,27,24,Steelers,2014,4
Dolphins,38,14,Raiders,2014,4
Jaguars,14,33,Chargers,2014,4
Eagles,21,26,49ers,2014,4
Falcons,28,41,Vikings,2014,4
Saints,17,38,Cowboys,2014,4
Patriots,14,41,Chiefs,2014,4
Vikings,10,42,Packers,2014,5
Bears,24,31,Panthers,2014,5
Browns,29,28,Titans,2014,5
Rams,28,34,Eagles,2014,5
Falcons,20,30,Giants,2014,5
Buccaneers,31,37,Saints,2014,5
Texans,17,20,Cowboys,2014,5
Bills,17,14,Lions,2014,5
Ravens,13,20,Colts,2014,5
Steelers,17,09,Jaguars,2014,5
Cardinals,20,41,Broncos,2014,5
Chiefs,17,22,49ers,2014,5
Jets,00,31,Chargers,2014,5
Bengals,17,43,Patriots,2014,5
Seahawks,27,17,Redskins,2014,5
Colts,33,28,Texans,2014,6
Steelers,10,31,Browns,2014,6
Patriots,37,22,Bills,2014,6
Panthers,37,37,Bengals,2014,6
Jaguars,14,16,Titans,2014,6
Packers,27,24,Dolphins,2014,6
Lions,17,03,Vikings,2014,6
Broncos,31,17,Jets,2014,6
Ravens,48,17,Buccaneers,2014,6
Chargers,31,28,Raiders,2014,6
Bears,27,13,Falcons,2014,6
Cowboys,30,23,Seahawks,2014,6
Redskins,20,30,Cardinals,2014,6
Giants,00,27,Eagles,2014,6
49ers,31,17,Rams,2014,6
Jets,25,27,Patriots,2014,7
Falcons,07,29,Ravens,2014,7
Titans,17,19,Redskins,2014,7
Seahawks,26,28,Rams,2014,7
Browns,06,24,Jaguars,2014,7
Bengals,00,27,Colts,2014,7
Vikings,16,17,Bills,2014,7
Dolphins,27,14,Bears,2014,7
Saints,23,24,Lions,2014,7
Panthers,17,38,Packers,2014,7
Chiefs,23,20,Chargers,2014,7
Cardinals,24,13,Raiders,2014,7
Giants,21,31,Cowboys,2014,7
49ers,17,42,Broncos,2014,7
Texans,23,30,Steelers,2014,7
Chargers,21,35,Broncos,2014,8
Lions,22,21,Falcons,2014,8
Bills,43,23,Jets,2014,8
Vikings,19,13,Buccaneers,2014,8
Bears,23,51,Patriots,2014,8
Seahawks,13,09,Panthers,2014,8
Dolphins,27,13,Jaguars,2014,8
Ravens,24,27,Bengals,2014,8
Texans,30,16,Titans,2014,8
Rams,07,34,Chiefs,2014,8
Eagles,20,24,Cardinals,2014,8
Colts,34,51,Steelers,2014,8
Raiders,13,23,Browns,2014,8
Packers,23,44,Saints,2014,8
Redskins,20,17,Cowboys,2014,8
Saints,28,10,Panthers,2014,9
Buccaneers,17,22,Browns,2014,9
Cardinals,28,17,Cowboys,2014,9
Eagles,31,21,Texans,2014,9
Jets,10,24,Chiefs,2014,9
Jaguars,23,33,Bengals,2014,9
Chargers,00,37,Dolphins,2014,9
Redskins,26,29,Vikings,2014,9
Rams,13,10,49ers,2014,9
Broncos,21,43,Patriots,2014,9
Raiders,24,30,Seahawks,2014,9
Ravens,23,43,Steelers,2014,9
Colts,40,24,Giants,2014,9
Browns,24,03,Bengals,2014,10
Chiefs,17,13,Bills,2014,10
Dolphins,16,20,Lions,2014,10
Cowboys,31,17,Jaguars,2014,10
49ers,27,24,Saints,2014,10
Titans,07,21,Ravens,2014,10
Steelers,13,20,Jets,2014,10
Falcons,27,17,Buccaneers,2014,10
Broncos,41,17,Raiders,2014,10
Rams,14,31,Cardinals,2014,10
Giants,17,38,Seahawks,2014,10
Bears,14,55,Packers,2014,10
Panthers,21,45,Eagles,2014,10
Bills,09,22,Dolphins,2014,11
Vikings,13,21,Bears,2014,11
Texans,23,07,Browns,2014,11
Falcons,19,17,Panthers,2014,11
Bengals,27,10,Saints,2014,11
Buccaneers,27,07,Redskins,2014,11
Broncos,07,22,Rams,2014,11
49ers,16,10,Giants,2014,11
Seahawks,20,24,Chiefs,2014,11
Raiders,06,13,Chargers,2014,11
Lions,06,14,Cardinals,2014,11
Eagles,20,53,Packers,2014,11
Patriots,42,20,Colts,2014,11
Steelers,27,24,Titans,2014,11
Chiefs,20,24,Raiders,2014,12
Browns,26,24,Falcons,2014,12
Titans,24,43,Eagles,2014,12
Lions,09,34,Patriots,2014,12
Packers,24,21,Vikings,2014,12
Jaguars,03,23,Colts,2014,12
Bengals,22,13,Texans,2014,12
Buccaneers,13,21,Bears,2014,12
Cardinals,03,19,Seahawks,2014,12
Rams,24,27,Chargers,2014,12
Redskins,13,17,49ers,2014,12
Dolphins,36,39,Broncos,2014,12
Cowboys,31,28,Giants,2014,12
Jets,03,38,Bills,2014,12
Ravens,34,27,Saints,2014,12
Bears,17,34,Lions,2014,13
Eagles,33,10,Cowboys,2014,13
Seahawks,19,03,49ers,2014,13
Redskins,27,49,Colts,2014,13
Titans,21,45,Texans,2014,13
Browns,10,26,Bills,2014,13
Chargers,34,33,Ravens,2014,13
Giants,24,25,Jaguars,2014,13
Bengals,14,13,Buccaneers,2014,13
Raiders,00,52,Rams,2014,13
Saints,35,32,Steelers,2014,13
Panthers,13,31,Vikings,2014,13
Cardinals,18,29,Falcons,2014,13
Patriots,21,26,Packers,2014,13
Broncos,29,16,Chiefs,2014,13
Dolphins,16,13,Jets,2014,13
Cowboys,41,28,Bears,2014,14
Steelers,42,21,Bengals,2014,14
Rams,24,00,Redskins,2014,14
Panthers,41,10,Saints,2014,14
Giants,36,07,Titans,2014,14
Jets,24,30,Vikings,2014,14
Ravens,28,13,Dolphins,2014,14
Colts,25,24,Browns,2014,14
Buccaneers,17,34,Lions,2014,14
Texans,27,13,Jaguars,2014,14
Bills,17,24,Broncos,2014,14
Chiefs,14,17,Cardinals,2014,14
Seahawks,24,14,Eagles,2014,14
49ers,13,24,Raiders,2014,14
Patriots,23,14,Chargers,2014,14
Falcons,37,43,Packers,2014,14
Cardinals,12,06,Rams,2014,15
Steelers,27,20,Falcons,2014,15
Redskins,13,24,Giants,2014,15
Dolphins,13,41,Patriots,2014,15
Raiders,13,31,Chiefs,2014,15
Texans,10,17,Colts,2014,15
Bengals,30,00,Browns,2014,15
Jaguars,12,20,Ravens,2014,15
Packers,13,21,Bills,2014,15
Buccaneers,17,19,Panthers,2014,15
Jets,16,11,Titans,2014,15
Vikings,14,16,Lions,2014,15
Broncos,22,10,Chargers,2014,15
49ers,07,17,Seahawks,2014,15
Cowboys,38,27,Eagles,2014,15
Saints,31,15,Bears,2014,15
Titans,13,21,Jaguars,2014,16
Eagles,24,27,Redskins,2014,16
Chargers,38,35,49ers,2014,16
Vikings,35,37,Dolphins,2014,16
Ravens,13,25,Texans,2014,16
Lions,20,14,Bears,2014,16
Browns,13,17,Panthers,2014,16
Falcons,30,14,Saints,2014,16
Packers,20,03,Buccaneers,2014,16
Chiefs,12,20,Steelers,2014,16
Patriots,17,16,Jets,2014,16
Giants,37,27,Rams,2014,16
